Name,Chromatic,Clique,CR==CL,Ind,n,m,MinD,MaxD
"{Sextic, {11, 252}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 253}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 254}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 255}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 256}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 257}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 258}}",4,3,False,3,11,33,6,6
"{Sextic, {11, 259}}",4,3,False,3,11,33,6,6
"{Sextic, {11, 260}}",4,3,False,3,11,33,6,6
"{Sextic, {11, 261}}",4,3,False,3,11,33,6,6
"{Sextic, {11, 262}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 263}}",3,3,True,4,11,33,6,6
"{Sextic, {11, 264}}",4,3,False,3,11,33,6,6
"{Sextic, {11, 265}}",4,3,False,3,11,33,6,6
"{Star, 11}",2,2,True,10,11,10,1,10
"{Tadpole, {6, 5}}",2,2,True,6,11,11,1,3
"{Tadpole, {7, 4}}",3,2,False,5,11,11,1,3
"{Wheel, 11}",3,3,True,5,11,20,3,10
"2C6",2,2,True,6,12,12,2,2
"2K3,3",2,2,True,6,12,18,3,3
"2K6",6,6,True,2,12,30,5,5
"2P2+8K1",2,2,True,10,12,2,0,1
"2P6",2,2,True,6,12,10,1,2
"2Y3",3,3,True,4,12,18,3,3
"3C4",2,2,True,6,12,12,2,2
"3K4",4,4,True,3,12,18,3,3
"4C3",3,3,True,4,12,12,2,2
"4P3",2,2,True,8,12,8,1,2
"{Antiprism, 6}",3,3,True,4,12,24,4,4
"{Barbell, 6}",6,6,True,2,12,31,5,6
"{Bishop, {3, 4}}",3,3,True,6,12,16,2,4
"{BlackBishop, {3, 8}}",3,3,True,5,12,20,2,4
"{BlackBishop, {4, 6}}",4,4,True,4,12,26,3,6
"{Book, 5}",2,2,True,6,12,16,2,6
"{Caveman, {3, 4}}",3,3,True,6,12,18,2,4
"{Caveman, {4, 3}}",2,2,True,8,12,12,1,3
"{Centipede, 6}",2,2,True,6,12,11,1,3
"ChvatalGraph",4,2,False,4,12,24,4,4
"{Circulant, {12, {1, 3}}}",2,2,True,6,12,24,4,4
"{Circulant, {12, {1, 4}}}",3,3,True,4,12,24,4,4
"{Circulant, {12, {1, 5}}}",2,2,True,6,12,24,4,4
"{Circulant, {12, {2, 3}}}",3,2,False,4,12,24,4,4
"{Circulant, {12, {3, 4}}}",3,3,True,4,12,24,4,4
"{Circulant, {12, {1, 2, 3}}}",4,4,True,3,12,36,6,6
"{Circulant, {12, {1, 2, 4}}}",3,3,True,4,12,36,6,6
"{Circulant, {12, {1, 2, 5}}}",3,3,True,4,12,36,6,6
"{Circulant, {12, {1, 2, 6}}}",4,3,False,3,12,30,5,5
"{Circulant, {12, {1, 3, 4}}}",4,3,False,3,12,36,6,6
"{Circulant, {12, {1, 3, 6}}}",4,4,True,3,12,30,5,5
"{Circulant, {12, {1, 4, 5}}}",3,3,True,4,12,36,6,6
"{Circulant, {12, {1, 4, 6}}}",3,3,True,4,12,30,5,5
"{Circulant, {12, {1, 5, 6}}}",4,4,True,3,12,30,5,5
"{Circulant, {12, {2, 3, 4}}}",3,3,True,4,12,36,6,6
"{Circulant, {12, {2, 3, 6}}}",4,4,True,3,12,30,5,5
"{Circulant, {12, {3, 4, 6}}}",4,4,True,3,12,30,5,5
"{Circulant, {12, {1, 2, 3, 4}}}",6,5,False,2,12,48,8,8
"{Circulant, {12, {1, 2, 3, 5}}}",4,4,True,3,12,48,8,8
"{Circulant, {12, {1, 2, 3, 6}}}",4,4,True,3,12,42,7,7
"{Circulant, {12, {1, 2, 4, 6}}}",6,6,True,2,12,42,7,7
"{Circulant, {12, {1, 2, 5, 6}}}",4,4,True,3,12,42,7,7
"{Circulant, {12, {1, 3, 4, 5}}}",6,6,True,2,12,48,8,8
"{Circulant, {12, {1, 3, 4, 6}}}",4,4,True,3,12,42,7,7
"{Circulant, {12, {1, 3, 5, 6}}}",4,4,True,3,12,42,7,7
"{Circulant, {12, {1, 4, 5, 6}}}",6,4,False,2,12,42,7,7
"{Circulant, {12, {2, 3, 4, 6}}}",6,6,True,2,12,42,7,7
"{Circulant, {12, {1, 2, 3, 4, 6}}}",6,6,True,2,12,54,9,9
"{Circulant, {12, {1, 2, 4, 5, 6}}}",6,6,True,2,12,54,9,9
"{Circulant, {12, {1, 3, 4, 5, 6}}}",6,6,True,2,12,54,9,9
"{CocktailParty, 6}",6,6,True,2,12,60,10,10
"{Complete, 12}",12,12,True,1,12,66,11,11
"{CompleteBipartite, {2, 10}}",2,2,True,10,12,20,2,10
"{CompleteBipartite, {3, 9}}",2,2,True,9,12,27,3,9
"{CompleteBipartite, {4, 8}}",2,2,True,8,12,32,4,8
"{CompleteBipartite, {5, 7}}",2,2,True,7,12,35,5,7
"{CompleteBipartite, {6, 6}}",2,2,True,6,12,36,6,6
"{CompleteKPartite, {3, 3, 3, 3}}",4,4,True,3,12,54,9,9
"{CompleteTripartite, {1, 1, 10}}",3,3,True,10,12,21,2,11
"{CompleteTripartite, {1, 2, 9}}",3,3,True,9,12,29,3,11
"{CompleteTripartite, {1, 3, 8}}",3,3,True,8,12,35,4,11
"{CompleteTripartite, {1, 4, 7}}",3,3,True,7,12,39,5,11
"{CompleteTripartite, {1, 5, 6}}",3,3,True,6,12,41,6,11
"{CompleteTripartite, {2, 2, 8}}",3,3,True,8,12,36,4,10
"{CompleteTripartite, {2, 3, 7}}",3,3,True,7,12,41,5,10
"{CompleteTripartite, {2, 4, 6}}",3,3,True,6,12,44,6,10
"{CompleteTripartite, {2, 5, 5}}",3,3,True,5,12,45,7,10
"{CompleteTripartite, {3, 3, 6}}",3,3,True,6,12,45,6,9
"{CompleteTripartite, {3, 4, 5}}",3,3,True,5,12,47,7,9
"{CompleteTripartite, {4, 4, 4}}",3,3,True,4,12,48,8,8
"{Cone, {3, 9}}",4,4,True,9,12,30,3,11
"{Cone, {5, 7}}",4,3,False,7,12,40,5,9
"{Cone, {6, 6}}",3,3,True,6,12,42,6,8
"{Cone, {7, 5}}",4,3,False,5,12,42,7,7
"{Cone, {8, 4}}",3,3,True,4,12,40,6,8
"{Cone, {9, 3}}",4,3,False,4,12,36,5,9
"{Crown, 6}",2,2,True,6,12,30,5,5
"{Cubic, {12, 1}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 2}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 3}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 4}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 5}}",3,3,True,4,12,18,3,3
"{Cubic, {12, 6}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 7}}",3,3,True,4,12,18,3,3
"{Cubic, {12, 8}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 9}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 10}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 11}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 12}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 13}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 14}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 15}}",3,3,True,4,12,18,3,3
"{Cubic, {12, 16}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 17}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 18}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 19}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 20}}",3,3,True,4,12,18,3,3
"{Cubic, {12, 21}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 22}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 23}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 24}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 25}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 26}}",3,3,True,4,12,18,3,3
"{Cubic, {12, 27}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 28}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 29}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 30}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 31}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 32}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 33}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 34}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 35}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 36}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 37}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 38}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 40}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 41}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 42}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 43}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 45}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 46}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 47}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 48}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 49}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 50}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 51}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 52}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 53}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 54}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 55}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 56}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 57}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 58}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 60}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 61}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 62}}",3,3,True,5,12,18,3,3
"{Cubic, {12, 64}}",2,2,True,6,12,18,3,3
"{Cubic, {12, 65}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 66}}",2,2,True,6,12,18,3,3
"{Cubic, {12, 67}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 69}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 70}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 73}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 74}}",2,2,True,6,12,18,3,3
"{Cubic, {12, 75}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 76}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 77}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 78}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 79}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 80}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 81}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 82}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 84}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 85}}",3,2,False,5,12,18,3,3
"{Cubic, {12, 91}}",4,4,True,4,12,18,3,3
"{Cubic, {12, 93}}",4,4,True,4,12,18,3,3
"{Cubic, {12, 94}}",4,4,True,4,12,18,3,3
"{CubicPolyhedral, 4}",3,2,False,5,12,18,3,3
"CuboctahedralGraph",3,3,True,4,12,24,4,4
"{Cycle, 12}",2,2,True,6,12,12,2,2
"DuererGraph",3,3,True,4,12,18,3,3
"{EdgeTransitive, {12, 3}}",2,2,True,8,12,16,2,4
"{EdgeTransitive, {12, 4}}",2,2,True,9,12,18,2,6
"{EdgeTransitive, {12, 6}}",2,2,True,8,12,24,3,6
"{Empty, 12}",1,1,True,12,12,0,0,0
"{Fan, {4, 8}}",3,3,True,4,12,39,5,8
"{Fan, {5, 7}}",3,3,True,5,12,41,6,7
"{Firecracker, {2, 6}}",2,2,True,9,12,11,1,5
"{Firecracker, {3, 4}}",2,2,True,8,12,11,1,3
"{Firecracker, {4, 3}}",2,2,True,6,12,11,1,3
"FranklinGraph",2,2,True,6,12,18,3,3
"FruchtGraph",3,3,True,5,12,18,3,3
"{Grid, {3, 4}}",2,2,True,6,12,17,2,4
"{Grid, {2, 2, 3}}",2,2,True,6,12,20,3,4
"IcosahedralGraph",4,3,False,3,12,30,5,5
"{JohnsonSkeleton, 4}",3,3,True,4,12,20,3,4
"{JohnsonSkeleton, 16}",4,3,False,4,12,25,4,5
"{JohnsonSkeleton, 27}",3,3,True,4,12,24,4,4
"{JohnsonSkeleton, 53}",3,3,True,4,12,23,3,4
"{JohnsonSkeleton, 88}",4,3,False,4,12,28,4,5
"{King, {2, 6}}",4,4,True,3,12,26,3,5
"{King, {3, 4}}",4,4,True,4,12,29,3,8
"{Knight, {3, 4}}",2,2,True,6,12,14,2,3
"{Ladder, 6}",2,2,True,6,12,16,2,3
"{LadderRung, 6}",2,2,True,6,12,6,1,1
"{Lollipop, {7, 5}}",7,7,True,4,12,26,1,7
"M3+K4",4,4,True,4,12,18,3,3
"{MoebiusLadder, 6}",3,2,False,5,12,18,3,3
"NonuniquelyThreeColorableGraph1",3,2,False,5,12,22,3,5
"NonuniquelyThreeColorableGraph2",3,2,False,5,12,20,2,4
"OctahedralLineGraph",4,4,True,3,12,36,6,6
"{Pan, 11}",3,2,False,6,12,12,1,3
"{Path, 12}",2,2,True,6,12,11,1,2
"{Polyomino, {5, 1}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 3}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 4}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 6}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 7}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 8}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 9}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 10}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 11}}",2,2,True,6,12,16,2,4
"{Polyomino, {5, 12}}",2,2,True,6,12,16,2,4
"{Prism, 6}",2,2,True,6,12,18,3,3
"Q3+K4",4,4,True,5,12,18,3,3
"{Quartic, {12, 1}}",4,3,False,4,12,24,4,4
"{Quartic, {12, 2}}",3,3,True,4,12,24,4,4
"{Quartic, {12, 3}}",3,3,True,5,12,24,4,4
"{Quartic, {12, 4}}",3,3,True,4,12,24,4,4
"{Quartic, {12, 5}}",3,3,True,4,12,24,4,4
"{Quartic, {12, 6}}",3,3,True,5,12,24,4,4
"{Quartic, {12, 7}}",3,3,True,5,12,24,4,4
"{Quartic, {12, 8}}",3,3,True,5,12,24,4,4
"{Quartic, {12, 9}}",3,3,True,4,12,24,4,4
"{Quartic, {12, 10}}",3,3,True,4,12,24,4,4
"{Quartic, {12, 11}}",3,3,True,4,12,24,4,4
"{QuarticTransitive, 17}",3,3,True,4,12,24,4,4
"{QuarticTransitive, 19}",4,4,True,3,12,24,4,4
"{QuarticTransitive, 23}",2,2,True,6,12,24,4,4
"{Queen, {2, 6}}",6,6,True,2,12,46,7,8
"{Queen, {3, 4}}",5,5,True,3,12,46,7,9
"{Quintic, {12, 1}}",4,4,True,3,12,30,5,5
"{Quintic, {12, 2}}",4,4,True,3,12,30,5,5
"{Quintic, {12, 3}}",4,3,False,5,12,30,5,5
"{Rook, {2, 6}}",6,6,True,2,12,36,6,6
"{Sextic, {12, 1}}",4,4,True,3,12,36,6,6
"{Sextic, {12, 2}}",4,3,False,4,12,36,6,6
"{StackedBook, {3, 3}}",2,2,True,7,12,17,2,5
"{StackedPrism, {3, 4}}",3,3,True,4,12,21,3,4
"{Star, 12}",2,2,True,11,12,11,1,11
"{Sun, 6}",6,6,True,6,12,27,2,7
"{Sunlet, 6}",2,2,True,6,12,12,1,3
"{Tadpole, {7, 5}}",3,2,False,6,12,12,1,3
"TietzeGraph",3,3,True,5,12,18,3,3
"TilleyGraph",4,3,False,4,12,29,4,5
"TruncatedTetrahedralGraph",3,3,True,4,12,18,3,3
"TwoOctahedra",3,3,True,4,12,24,4,4
"UniquelyThreeColorableGraph",3,2,False,4,12,22,3,4
"{VertexTransitive, {12, 27}}",4,3,False,4,12,30,5,5
"{VertexTransitive, {12, 28}}",3,3,True,4,12,30,5,5
"{VertexTransitive, {12, 30}}",3,3,True,4,12,30,5,5
"{VertexTransitive, {12, 32}}",3,3,True,4,12,30,5,5
"{VertexTransitive, {12, 40}}",4,3,False,3,12,36,6,6
"{VertexTransitive, {12, 45}}",4,4,True,3,12,36,6,6
"{VertexTransitive, {12, 47}}",4,4,True,3,12,36,6,6
"{VertexTransitive, {12, 48}}",4,4,True,3,12,36,6,6
"{VertexTransitive, {12, 51}}",3,3,True,4,12,42,7,7
"{VertexTransitive, {12, 54}}",4,4,True,3,12,42,7,7
"{VertexTransitive, {12, 55}}",4,4,True,3,12,42,7,7
"{VertexTransitive, {12, 60}}",6,6,True,2,12,42,7,7
"{VertexTransitive, {12, 64}}",4,4,True,3,12,48,8,8
"{VertexTransitive, {12, 65}}",6,6,True,2,12,48,8,8
"{VertexTransitive, {12, 67}}",6,6,True,2,12,48,8,8
"{Web, 4}",2,2,True,6,12,16,1,4
"{Wheel, 12}",4,3,False,5,12,22,3,11
"{WhiteBishop, {5, 5}}",4,4,True,4,12,28,4,6
"{BananaTree, {2, 6}}",2,2,True,10,13,12,1,5
"{BananaTree, {3, 4}}",2,2,True,9,13,12,1,3
"{BlackBishop, {5, 5}}",5,5,True,4,13,32,4,8
"{Circulant, {13, {1, 2}}}",4,3,False,4,13,26,4,4
"{Circulant, {13, {1, 3}}}",3,2,False,5,13,26,4,4
"{Circulant, {13, {1, 2, 3}}}",5,4,False,3,13,39,6,6
"{Circulant, {13, {1, 2, 4}}}",5,3,False,3,13,39,6,6
"{Circulant, {13, {1, 2, 5}}}",4,3,False,4,13,39,6,6
"{Circulant, {13, {1, 2, 3, 4}}}",7,5,False,2,13,52,8,8
"{Circulant, {13, {1, 2, 3, 5}}}",7,4,False,2,13,52,8,8
"{Circulant, {13, {1, 2, 3, 6}}}",5,4,False,3,13,52,8,8
"{Circulant, {13, {1, 2, 3, 4, 5}}}",7,6,False,2,13,65,10,10
"{Complete, 13}",13,13,True,1,13,78,12,12
"{CompleteBipartite, {2, 11}}",2,2,True,11,13,22,2,11
"{CompleteBipartite, {3, 10}}",2,2,True,10,13,30,3,10
"{CompleteBipartite, {4, 9}}",2,2,True,9,13,36,4,9
"{CompleteBipartite, {5, 8}}",2,2,True,8,13,40,5,8
"{CompleteBipartite, {6, 7}}",2,2,True,7,13,42,6,7
"{CompleteTree, {3, 3}}",2,2,True,10,13,12,1,4
"{CompleteTripartite, {1, 2, 10}}",3,3,True,10,13,32,3,12
"{CompleteTripartite, {1, 3, 9}}",3,3,True,9,13,39,4,12
"{CompleteTripartite, {1, 4, 8}}",3,3,True,8,13,44,5,12
"{CompleteTripartite, {1, 5, 7}}",3,3,True,7,13,47,6,12
"{CompleteTripartite, {1, 6, 6}}",3,3,True,6,13,48,7,12
"{CompleteTripartite, {2, 2, 9}}",3,3,True,9,13,40,4,11
"{CompleteTripartite, {2, 3, 8}}",3,3,True,8,13,46,5,11
"{CompleteTripartite, {2, 4, 7}}",3,3,True,7,13,50,6,11
"{CompleteTripartite, {2, 5, 6}}",3,3,True,6,13,52,7,11
"{CompleteTripartite, {3, 3, 7}}",3,3,True,7,13,51,6,10
"{CompleteTripartite, {3, 4, 6}}",3,3,True,6,13,54,7,10
"{CompleteTripartite, {3, 5, 5}}",3,3,True,5,13,55,8,10
"{CompleteTripartite, {4, 4, 5}}",3,3,True,5,13,56,8,9
"{Cone, {3, 10}}",4,4,True,10,13,33,3,12
"{Cone, {5, 8}}",4,3,False,8,13,45,5,10
"{Cone, {6, 7}}",3,3,True,7,13,48,6,9
"{Cone, {7, 6}}",4,3,False,6,13,49,7,8
"{Cone, {8, 5}}",3,3,True,5,13,48,7,8
"{Cone, {9, 4}}",4,3,False,4,13,45,6,9
"{Cone, {10, 3}}",3,3,True,5,13,40,5,10
"{Cycle, 13}",3,2,False,6,13,13,2,2
"{Cyclotomic, 13}",4,2,False,4,13,26,4,4
"{DutchWindmill, {2, 7}}",3,2,False,6,13,14,2,4
"{DutchWindmill, {3, 5}}",3,2,False,6,13,15,2,6
"{DutchWindmill, {4, 4}}",2,2,True,8,13,16,2,8
"{Empty, 13}",1,1,True,13,13,0,0,0
"{Fan, {5, 8}}",3,3,True,5,13,47,6,8
"{FibonacciCube, 5}",2,2,True,7,13,20,2,5
"{Fusene, {3, 1}}",2,2,True,7,13,15,2,3
"{Gear, 6}",2,2,True,7,13,18,2,6
"{Helm, 6}",3,3,True,7,13,18,1,6
"{Hypohamiltonian, {13, 1}}",3,2,False,5,13,21,3,4
"{JohnsonSkeleton, 54}",3,3,True,6,13,22,3,4
"{MongolianTent, {4, 3}}",2,2,True,7,13,19,2,4
"{Paley, 13}",5,3,False,3,13,39,6,6
"{Pan, 12}",2,2,True,7,13,13,1,3
"{Path, 13}",2,2,True,7,13,12,1,2
"{Quartic, {13, 1}}",4,3,False,4,13,26,4,4
"{Star, 13}",2,2,True,12,13,12,1,12
"{Wheel, 13}",3,3,True,6,13,24,3,12
"{WhiteBishop, {3, 9}}",3,3,True,5,13,22,2,4
"{Windmill, {2, 7}}",7,7,True,2,13,42,6,12
"{Windmill, {3, 5}}",5,5,True,3,13,30,4,12
"2C7",3,2,False,6,14,14,2,2
"2K7",7,7,True,2,14,42,6,6
"2P4+2P3",2,2,True,8,14,10,1,2
"2P7",2,2,True,8,14,12,1,2
"4P2+6K1",2,2,True,10,14,4,0,1
"{Andrasfai, 5}",3,2,False,5,14,35,5,5
"{Antiprism, 7}",4,3,False,4,14,28,4,4
"{Barbell, 7}",7,7,True,2,14,43,6,7
"{BlackBishop, {3, 9}}",3,3,True,6,14,24,2,4
"{BlackBishop, {4, 7}}",4,4,True,5,14,32,3,6
"{Book, 6}",2,2,True,7,14,19,2,7
"Butane",2,2,True,10,14,13,1,4
"{Centipede, 7}",2,2,True,7,14,13,1,3
"{Circulant, {14, {1, 3}}}",2,2,True,7,14,28,4,4
"{Circulant, {14, {1, 4}}}",3,2,False,5,14,28,4,4
"{Circulant, {14, {1, 6}}}",3,2,False,6,14,28,4,4
"{Circulant, {14, {2, 4}}}",4,3,False,4,14,28,4,4
"{Circulant, {14, {1, 2, 3}}}",5,4,False,3,14,42,6,6
"{Circulant, {14, {1, 2, 4}}}",4,3,False,4,14,42,6,6
"{Circulant, {14, {1, 2, 5}}}",4,3,False,4,14,42,6,6
"{Circulant, {14, {1, 2, 6}}}",4,3,False,4,14,42,6,6
"{Circulant, {14, {1, 2, 7}}}",4,3,False,4,14,35,5,5
"{Circulant, {14, {1, 3, 4}}}",4,3,False,4,14,42,6,6
"{Circulant, {14, {1, 3, 7}}}",2,2,True,7,14,35,5,5
"{Circulant, {14, {1, 4, 6}}}",4,3,False,4,14,42,6,6
"{Circulant, {14, {1, 6, 7}}}",5,4,False,3,14,35,5,5
"{Circulant, {14, {2, 4, 7}}}",4,3,False,4,14,35,5,5
"{Circulant, {14, {1, 2, 3, 4}}}",7,5,False,2,14,56,8,8
"{Circulant, {14, {1, 2, 3, 5}}}",5,4,False,3,14,56,8,8
"{Circulant, {14, {1, 2, 3, 6}}}",5,4,False,3,14,56,8,8
"{Circulant, {14, {1, 2, 3, 7}}}",5,4,False,3,14,49,7,7
"{Circulant, {14, {1, 2, 4, 6}}}",7,7,True,2,14,56,8,8
"{Circulant, {14, {1, 2, 4, 7}}}",4,3,False,4,14,49,7,7
"{Circulant, {14, {1, 2, 5, 6}}}",4,3,False,4,14,56,8,8
"{Circulant, {14, {1, 2, 5, 7}}}",5,4,False,3,14,49,7,7
"{Circulant, {14, {1, 2, 6, 7}}}",5,4,False,3,14,49,7,7
"{Circulant, {14, {1, 3, 4, 7}}}",5,4,False,3,14,49,7,7
"{Circulant, {14, {1, 4, 6, 7}}}",5,4,False,3,14,49,7,7
"{Circulant, {14, {2, 4, 6, 7}}}",7,7,True,2,14,49,7,7
"{Circulant, {14, {1, 2, 3, 4, 5}}}",7,6,False,2,14,70,10,10
"{Circulant, {14, {1, 2, 3, 4, 6}}}",7,7,True,2,14,70,10,10
"{Circulant, {14, {1, 2, 3, 4, 7}}}",7,5,False,2,14,63,9,9
"{Circulant, {14, {1, 2, 3, 5, 7}}}",6,4,False,3,14,63,9,9
"{Circulant, {14, {1, 2, 3, 6, 7}}}",5,4,False,3,14,63,9,9
"{Circulant, {14, {1, 2, 4, 6, 7}}}",7,7,True,2,14,63,9,9
"{Circulant, {14, {1, 2, 5, 6, 7}}}",7,6,False,2,14,63,9,9
"{Circulant, {14, {1, 2, 3, 4, 5, 7}}}",8,6,False,2,14,77,11,11
"{Circulant, {14, {1, 2, 3, 4, 6, 7}}}",7,7,True,2,14,77,11,11
"{CocktailParty, 7}",7,7,True,2,14,84,12,12
"{Complete, 14}",14,14,True,1,14,91,13,13
"{CompleteBipartite, {2, 12}}",2,2,True,12,14,24,2,12
"{CompleteBipartite, {3, 11}}",2,2,True,11,14,33,3,11
"{CompleteBipartite, {4, 10}}",2,2,True,10,14,40,4,10
"{CompleteBipartite, {5, 9}}",2,2,True,9,14,45,5,9
"{CompleteBipartite, {6, 8}}",2,2,True,8,14,48,6,8
"{CompleteBipartite, {7, 7}}",2,2,True,7,14,49,7,7
"{CompleteTripartite, {1, 3, 10}}",3,3,True,10,14,43,4,13
"{CompleteTripartite, {1, 4, 9}}",3,3,True,9,14,49,5,13
"{CompleteTripartite, {1, 5, 8}}",3,3,True,8,14,53,6,13
"{CompleteTripartite, {1, 6, 7}}",3,3,True,7,14,55,7,13
"{CompleteTripartite, {2, 2, 10}}",3,3,True,10,14,44,4,12
"{CompleteTripartite, {2, 3, 9}}",3,3,True,9,14,51,5,12
"{CompleteTripartite, {2, 4, 8}}",3,3,True,8,14,56,6,12
"{CompleteTripartite, {2, 5, 7}}",3,3,True,7,14,59,7,12
"{CompleteTripartite, {2, 6, 6}}",3,3,True,6,14,60,8,12
"{CompleteTripartite, {3, 3, 8}}",3,3,True,8,14,57,6,11
"{CompleteTripartite, {3, 4, 7}}",3,3,True,7,14,61,7,11
"{CompleteTripartite, {3, 5, 6}}",3,3,True,6,14,63,8,11
"{CompleteTripartite, {4, 4, 6}}",3,3,True,6,14,64,8,10
"{CompleteTripartite, {4, 5, 5}}",3,3,True,5,14,65,9,10
"{Cone, {5, 9}}",4,3,False,9,14,50,5,11
"{Cone, {6, 8}}",3,3,True,8,14,54,6,10
"{Cone, {7, 7}}",4,3,False,7,14,56,7,9
"{Cone, {8, 6}}",3,3,True,6,14,56,8,8
"{Cone, {9, 5}}",4,3,False,5,14,54,7,9
"{Cone, {10, 4}}",3,3,True,5,14,50,6,10
"CrossingNumberGraph3A",2,2,True,7,14,21,3,3
"CrossingNumberGraph3B",2,2,True,7,14,21,3,3
"CrossingNumberGraph3D",3,2,False,6,14,21,3,3
"CrossingNumberGraph3E",3,2,False,6,14,21,3,3
"CrossingNumberGraph3F",3,2,False,6,14,21,3,3
"CrossingNumberGraph3H",3,2,False,6,14,21,3,3
"{Crown, 7}",2,2,True,7,14,42,6,6
"{Cubic, {14, 1}}",3,3,True,6,14,21,3,3
"{Cubic, {14, 2}}",3,3,True,5,14,21,3,3
"{Cubic, {14, 3}}",3,3,True,6,14,21,3,3
"{Cubic, {14, 4}}",3,3,True,5,14,21,3,3
"{Cubic, {14, 5}}",3,3,True,6,14,21,3,3
"{Cubic, {14, 6}}",3,3,True,6,14,21,3,3
"{Cubic, {14, 7}}",3,3,True,6,14,21,3,3
"{Cubic, {14, 8}}",3,3,True,6,14,21,3,3
