Name,Chromatic,Clique,CR==CL,Ind,n,m,MinD,MaxD
"{Quartic, {11, 64}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 65}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 66}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 67}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 68}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 69}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 70}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 71}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 72}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 73}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 74}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 75}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 77}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 78}}",4,3,False,3,11,22,4,4
"{Quartic, {11, 79}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 80}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 81}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 82}}",4,3,False,3,11,22,4,4
"{Quartic, {11, 83}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 84}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 85}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 86}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 87}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 88}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 89}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 90}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 91}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 92}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 93}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 94}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 95}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 96}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 97}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 98}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 99}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 100}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 101}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 102}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 103}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 104}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 105}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 106}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 107}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 108}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 109}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 110}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 111}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 112}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 113}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 114}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 115}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 116}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 117}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 118}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 119}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 120}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 121}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 122}}",4,3,False,3,11,22,4,4
"{Quartic, {11, 123}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 124}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 125}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 126}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 127}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 128}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 129}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 130}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 131}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 132}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 133}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 134}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 135}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 136}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 137}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 138}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 139}}",4,3,False,3,11,22,4,4
"{Quartic, {11, 140}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 141}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 142}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 143}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 144}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 145}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 146}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 147}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 148}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 149}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 150}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 151}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 152}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 153}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 154}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 155}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 156}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 157}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 158}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 159}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 160}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 161}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 162}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 163}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 164}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 165}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 166}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 167}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 168}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 169}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 170}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 171}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 172}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 173}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 174}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 175}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 176}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 177}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 178}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 179}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 180}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 181}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 182}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 183}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 184}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 185}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 186}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 187}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 188}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 189}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 190}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 191}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 192}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 193}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 194}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 195}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 196}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 197}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 198}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 199}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 200}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 201}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 202}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 203}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 204}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 205}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 206}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 207}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 208}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 209}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 210}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 211}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 212}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 213}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 214}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 215}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 216}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 217}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 218}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 219}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 220}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 221}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 222}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 223}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 224}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 225}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 226}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 227}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 228}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 229}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 230}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 231}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 232}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 233}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 234}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 235}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 236}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 237}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 238}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 239}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 240}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 241}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 242}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 243}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 244}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 245}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 246}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 247}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 248}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 249}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 250}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 251}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 252}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 253}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 254}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 255}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 256}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 257}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 258}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 259}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 260}}",3,3,True,5,11,22,4,4
"{Quartic, {11, 261}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 262}}",4,3,False,4,11,22,4,4
"{Quartic, {11, 263}}",3,3,True,4,11,22,4,4
"{Quartic, {11, 264}}",3,2,False,5,11,22,4,4
"{Sextic, {11, 1}}",5,4,False,4,11,33,6,6
"{Sextic, {11, 2}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 3}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 4}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 5}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 6}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 7}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 8}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 9}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 10}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 11}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 12}}",6,5,False,2,11,33,6,6
"{Sextic, {11, 13}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 14}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 15}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 16}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 17}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 18}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 19}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 20}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 21}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 22}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 23}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 24}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 25}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 26}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 27}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 28}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 29}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 30}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 31}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 32}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 33}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 34}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 35}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 36}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 37}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 38}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 39}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 40}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 41}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 42}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 43}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 44}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 45}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 46}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 47}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 48}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 49}}",3,3,True,5,11,33,6,6
"{Sextic, {11, 50}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 51}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 52}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 53}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 54}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 55}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 56}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 57}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 58}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 59}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 60}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 61}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 62}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 63}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 64}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 65}}",5,5,True,3,11,33,6,6
"{Sextic, {11, 66}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 67}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 68}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 70}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 71}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 72}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 73}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 74}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 75}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 76}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 77}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 78}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 79}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 80}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 81}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 82}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 83}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 84}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 85}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 86}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 87}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 88}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 89}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 90}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 91}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 92}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 93}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 94}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 95}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 96}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 97}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 98}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 99}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 100}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 101}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 102}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 103}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 104}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 105}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 106}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 107}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 108}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 109}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 110}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 111}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 112}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 113}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 114}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 115}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 116}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 117}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 118}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 119}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 120}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 121}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 122}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 123}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 124}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 125}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 126}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 127}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 128}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 129}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 130}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 131}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 132}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 133}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 134}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 135}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 136}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 137}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 138}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 139}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 140}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 141}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 142}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 143}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 144}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 145}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 146}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 147}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 148}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 149}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 150}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 151}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 152}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 153}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 154}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 155}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 156}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 157}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 158}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 159}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 160}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 161}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 162}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 163}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 164}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 165}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 166}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 167}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 168}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 169}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 170}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 171}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 172}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 173}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 174}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 175}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 176}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 177}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 178}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 179}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 180}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 181}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 182}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 183}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 184}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 185}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 186}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 187}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 188}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 189}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 190}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 191}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 192}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 193}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 194}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 195}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 196}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 197}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 198}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 199}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 200}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 201}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 202}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 203}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 204}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 205}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 206}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 207}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 208}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 209}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 210}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 211}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 212}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 213}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 214}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 215}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 216}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 217}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 218}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 219}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 220}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 221}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 222}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 223}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 224}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 225}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 226}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 227}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 228}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 229}}",3,3,True,4,11,33,6,6
"{Sextic, {11, 230}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 231}}",4,3,False,4,11,33,6,6
"{Sextic, {11, 232}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 233}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 234}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 235}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 236}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 237}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 238}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 239}}",5,4,False,3,11,33,6,6
"{Sextic, {11, 240}}",4,4,True,4,11,33,6,6
"{Sextic, {11, 241}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 242}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 243}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 244}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 245}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 246}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 247}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 248}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 249}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 250}}",4,4,True,3,11,33,6,6
"{Sextic, {11, 251}}",4,4,True,3,11,33,6,6
